ListingID,VehEngine,SellerListSrc,SellerState,VehFuel,VehColorExt,VehColorInt,VehTransmission,VehPriceLabel,VehDriveTrain,Vehicle_Trim,VehMake,VehModel,RatingCategory,SellerCategory,SellerIsPriv,SourceCategory,VehCertified
1671850,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),IN,Gasoline,Black,black,8-Speed Automatic,Great Deal,4WD,Limited,Jeep,Grand Cherokee,Low Rating,Low Volume Sellers,False,High-Frequency Sources,False
1672984,3.6L V6,Inventory Command Center,MI,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Trailhawk,Jeep,Grand Cherokee,Excellent Rating,High Volume Sellers,False,High-Frequency Sources,False
1677853,3.6L V6,Inventory Command Center,IN,Gasoline,Silver,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Low Rating,Rare Sellers,False,High-Frequency Sources,False
1678071,3.6L V6,HomeNet Automotive,NY,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Average Rating,High Volume Sellers,False,High-Frequency Sources,False
1678858,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),NC,Gasoline,White,unknown,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Good Rating,Low Volume Sellers,False,High-Frequency Sources,False
1681009,3.6L V6,HomeNet Automotive,WI,Gasoline,Silver,other,8-Speed Automatic,Good Deal,4WD,Trailhawk,Jeep,Grand Cherokee,Average Rating,High Volume Sellers,False,High-Frequency Sources,False
1681886,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),SD,Gasoline,Other,black,8-Speed Automatic,Good Deal,AWD,Luxury,Cadillac,XT5,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
1681941,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),OH,Gasoline,White,black,8-Speed Automatic,Good Deal,FWD,Luxury,Cadillac,XT5,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
1682471,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),IN,Gasoline,White,black,8-Speed Automatic,Good Deal,4WD,Premium Luxury,Jeep,Grand Cherokee,Good Rating,Rare Sellers,False,High-Frequency Sources,False
1683861,3.6L V6,Digital Motorworks (DMi),WI,E85 Flex Fuel,Red,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
1686700,3.6L V6,HomeNet Automotive,GA,Gasoline,Red,other,8-Speed Automatic,Fair Price,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
1687576,3.6L V6,HomeNet Automotive,NC,Gasoline,Other,black,Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Good Rating,Low Volume Sellers,False,High-Frequency Sources,False
1687903,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),NY,Gasoline,Other,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Good Rating,Low Volume Sellers,False,High-Frequency Sources,False
1689862,3.6L V6,HomeNet Automotive,MI,Gasoline,White,beige,8-Speed Automatic,Good Deal,FWD,Premium Luxury,Cadillac,XT5,Good Rating,High Volume Sellers,False,High-Frequency Sources,False
1691099,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),MN,Gasoline,Red,other,8-Speed Automatic,Good Deal,AWD,Luxury,Cadillac,XT5,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,True
1694755,6.4L V8,Inventory Command Center,WI,Gasoline,Other,black,8-Speed Automatic,Fair Price,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
1696290,3.6L V6,Inventory Command Center,OH,Gasoline,Gray,black,Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
1697222,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),WI,Gasoline,Silver,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
1698019,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),OH,Gasoline,Black,black,8-Speed Automatic,Good Deal,AWD,Premium Luxury,Cadillac,XT5,Average Rating,Rare Sellers,False,High-Frequency Sources,False
1698191,3.6L V6,HomeNet Automotive,AZ,Gasoline,Silver,beige,8-Speed Automatic,Good Deal,FWD,FWD,Cadillac,XT5,Average Rating,Low Volume Sellers,False,High-Frequency Sources,True
1698237,3.6L V6,HomeNet Automotive,NC,Gasoline,White,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Average Rating,High Volume Sellers,False,High-Frequency Sources,False
1700398,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),MN,Gasoline,Other,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
1705044,3.6L V6,HomeNet Automotive,IL,Gasoline,Other,black,8-Speed Automatic,Good Deal,AWD,Platinum,Cadillac,XT5,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
1705756,3.6L V6,HomeNet Automotive,NY,Gasoline,White,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
1706377,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),IL,Gasoline,Silver,black,8-Speed Automatic,Fair Price,4WD,Premium Luxury,Jeep,Grand Cherokee,Good Rating,Medium Volume Sellers,False,High-Frequency Sources,False
1708044,3.6L V6,HomeNet Automotive,WI,Gasoline,White,other,8-Speed Automatic,Good Deal,4WD,Premium Luxury,Jeep,Grand Cherokee,Average Rating,High Volume Sellers,False,High-Frequency Sources,False
1708623,3.6L V6,HomeNet Automotive,WI,Gasoline,White,beige,8-Speed Automatic,Good Deal,FWD,Luxury,Cadillac,XT5,Average Rating,High Volume Sellers,False,High-Frequency Sources,False
1709478,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),KY,Gasoline,White,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Low Rating,Low Volume Sellers,False,High-Frequency Sources,False
1711538,3.6L V6,HomeNet Automotive,FL,Gasoline,Black,black,8-Speed Automatic,Good Deal,FWD,Premium Luxury,Cadillac,XT5,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
1712975,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),TX,Gasoline,Silver,black,8-Speed Automatic,Good Deal,FWD,Premium Luxury,Cadillac,XT5,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,True
1713608,unknown,Jeep Certified Program,SC,Gasoline,Black,unknown,Automatic,Good Deal,unknown,unknown,Jeep,Grand Cherokee,Average Rating,Low Volume Sellers,False,Medium-Frequency Sources,True
1713757,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),WI,Gasoline,Other,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
1717694,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),WI,Gasoline,White,black,8-Speed Automatic,Great Deal,4WD,Limited,Jeep,Grand Cherokee,Good Rating,Rare Sellers,False,High-Frequency Sources,False
1719357,3.6L V6,Cadillac Certified Program,FL,Gasoline,Red,unknown,8-Speed Automatic,Good Deal,FWD,unknown,Cadillac,XT5,Excellent Rating,Medium Volume Sellers,False,Medium-Frequency Sources,True
1719873,3.6L V6,HomeNet Automotive,WI,Gasoline,White,other,8-Speed Automatic,Good Deal,AWD,Platinum,Cadillac,XT5,Average Rating,Rare Sellers,False,High-Frequency Sources,False
1720981,5.7L V8,Digital Motorworks (DMi),WI,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Premium Luxury,Jeep,Grand Cherokee,Good Rating,Medium Volume Sellers,False,High-Frequency Sources,False
1721525,3.6L V6,Cadillac Certified Program,PA,Gasoline,Other,unknown,8-Speed Automatic,Good Deal,FWD,unknown,Cadillac,XT5,Low Rating,Rare Sellers,False,Medium-Frequency Sources,True
1722067,3.6L V6,Cadillac Certified Program,CA,Gasoline,Gray,unknown,8-Speed Automatic,Good Deal,FWD,unknown,Cadillac,XT5,Excellent Rating,Low Volume Sellers,False,Medium-Frequency Sources,True
1722640,3.6L V6,HomeNet Automotive,IN,Gasoline,White,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
1724199,6.4L V8,Digital Motorworks (DMi),VA,Gasoline,White,other,8-Speed Automatic,Fair Price,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
1725471,3.6L V6,Inventory Command Center,WI,Gasoline,Black,black,Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Good Rating,Low Volume Sellers,False,High-Frequency Sources,False
1726791,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),MN,Gasoline,Black,black,8-Speed Automatic,Great Deal,4WD,Limited,Jeep,Grand Cherokee,Good Rating,Low Volume Sellers,False,High-Frequency Sources,False
1731388,5.7L V8,Digital Motorworks (DMi),IL,Gasoline,Red,black,8-Speed Automatic,Good Deal,4WD,Trailhawk,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
1732050,V6,Inventory Command Center,FL,Gasoline,Silver,black,8-Speed Automatic,Good Deal,FWD,Luxury,Cadillac,XT5,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
1732446,5.7L V8,Inventory Command Center,MI,Gasoline,Silver,black,8-Speed Automatic,Good Deal,4WD,Trailhawk,Jeep,Grand Cherokee,Excellent Rating,High Volume Sellers,False,High-Frequency Sources,False
1732555,unknown,Cadillac Certified Program,PA,Gasoline,Silver,beige,unknown,Good Deal,unknown,unknown,Cadillac,XT5,Excellent Rating,Rare Sellers,False,Medium-Frequency Sources,True
1733710,3.6L V6,HomeNet Automotive,MN,Gasoline,Red,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Average Rating,High Volume Sellers,False,High-Frequency Sources,False
1734090,3.6L V6,Digital Motorworks (DMi),TN,E85 Flex Fuel,Black,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
1736403,unknown,Cadillac Certified Program,NE,Gasoline,Blue,black,unknown,Good Deal,unknown,unknown,Cadillac,XT5,Low Rating,Low Volume Sellers,False,Medium-Frequency Sources,True
1737881,5.7L V8,Jeep Certified Program,MI,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Low Rating,Medium Volume Sellers,False,Medium-Frequency Sources,True
1740076,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),VA,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Low Rating,Rare Sellers,False,High-Frequency Sources,False
1741220,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),MD,Gasoline,Other,unknown,8-Speed Automatic,Great Deal,4WD,Limited,Jeep,Grand Cherokee,Good Rating,Rare Sellers,False,High-Frequency Sources,False
1741552,3.6L V6,Inventory Command Center,OH,Gasoline,White,unknown,Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Average Rating,Medium Volume Sellers,False,High-Frequency Sources,False
1741814,3.6L V6,Inventory Command Center,MO,Gasoline,Gold,tan,Automatic,Fair Price,AWD,Platinum,Cadillac,XT5,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,True
1742093,3.6L V6,HomeNet Automotive,IL,Gasoline,Silver,other,8-Speed Automatic,Good Deal,AWD,Premium Luxury,Cadillac,XT5,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
1742791,3.6L V6,Inventory Command Center,MI,Gasoline,Black,black,8-Speed Automatic,Great Deal,4WD,Limited,Jeep,Grand Cherokee,Good Rating,Low Volume Sellers,False,High-Frequency Sources,False
1742847,3.6L V6,Cadillac Certified Program,FL,Gasoline,Silver,unknown,8-Speed Automatic,Fair Price,AWD,unknown,Cadillac,XT5,Excellent Rating,Medium Volume Sellers,False,Medium-Frequency Sources,True
1742984,3.6L V6,Digital Motorworks (DMi),MO,E85 Flex Fuel,Black,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
1743427,3.6L V6,Digital Motorworks (DMi),MI,E85 Flex Fuel,White,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
1743816,3.6L V6 24V MPFI DOHC,Jeep Certified Program,WV,Gasoline,Brown,other,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Average Rating,Medium Volume Sellers,False,Medium-Frequency Sources,True
1744349,3.6L V6,HomeNet Automotive,IL,Gasoline,Silver,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
1745524,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),IL,Gasoline,White,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,High Volume Sellers,False,High-Frequency Sources,False
1746446,3.6L V6,Inventory Command Center,IL,Gasoline,Red,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
1748098,3.6L V6 24V MPFI DOHC,Jeep Certified Program,WI,Gasoline,Other,unknown,8-Speed Automatic,Fair Price,4WD,Premium Luxury,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,Medium-Frequency Sources,True
1750684,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),SD,Gasoline,Black,black,8-Speed Automatic,Good Deal,AWD,Luxury,Cadillac,XT5,Low Rating,Low Volume Sellers,False,High-Frequency Sources,False
1751107,3.6L V6,HomeNet Automotive,WA,Gasoline,Other,black,8-Speed Automatic,Great Deal,FWD,Premium Luxury,Cadillac,XT5,Average Rating,High Volume Sellers,False,High-Frequency Sources,False
1751524,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),WI,Gasoline,Black,unknown,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Good Rating,Low Volume Sellers,False,High-Frequency Sources,False
1753515,3.6L V6,Jeep Certified Program,NY,Gasoline,Other,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Good Rating,Medium Volume Sellers,False,Medium-Frequency Sources,True
1753909,3.6L V6,Inventory Command Center,TX,Gasoline,Silver,beige,8-Speed Automatic,Good Deal,AWD,Premium Luxury,Cadillac,XT5,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
1755293,unknown,Jeep Certified Program,MD,Gasoline,Other,unknown,Automatic,Good Deal,unknown,unknown,Jeep,Grand Cherokee,Average Rating,Low Volume Sellers,False,Medium-Frequency Sources,True
1755996,3.6L V6,HomeNet Automotive,NC,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Premium Luxury,Jeep,Grand Cherokee,Average Rating,High Volume Sellers,False,High-Frequency Sources,False
1756221,3.6L V6 24V MPFI DOHC,Jeep Certified Program,IL,Gasoline,Silver,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,High Volume Sellers,False,Medium-Frequency Sources,True
1756787,3.6L V6 24V MPFI DOHC,Jeep Certified Program,MI,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,Medium-Frequency Sources,True
1762064,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),NY,Gasoline,Silver,black,8-Speed Automatic,Fair Price,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
1762235,3.6L V6,HomeNet Automotive,KY,Gasoline,White,beige,8-Speed Automatic,Good Deal,FWD,Luxury,Cadillac,XT5,Excellent Rating,High Volume Sellers,False,High-Frequency Sources,False
1762514,5.7L V8,Jeep Certified Program,IL,Gasoline,White,other,8-Speed Automatic,Good Deal,4WD,Premium Luxury,Jeep,Grand Cherokee,Excellent Rating,High Volume Sellers,False,Medium-Frequency Sources,True
1763105,3.6L V6,Inventory Command Center,NM,Gasoline,Black,other,Automatic,Good Deal,AWD,Platinum,Cadillac,XT5,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
1765106,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),MO,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
1766358,3.6L V6 24V MPFI DOHC,Jeep Certified Program,OH,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,Medium-Frequency Sources,True
1767822,unknown,Jeep Certified Program,MD,Gasoline,Other,unknown,Automatic,Good Deal,unknown,unknown,Jeep,Grand Cherokee,Average Rating,Low Volume Sellers,False,Medium-Frequency Sources,True
1770083,3.6L V6,HomeNet Automotive,MO,Gasoline,Other,black,8-Speed Automatic,Good Deal,FWD,Premium Luxury,Cadillac,XT5,Excellent Rating,High Volume Sellers,False,High-Frequency Sources,False
1773216,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),OK,Gasoline,White,black,8-Speed Automatic,Good Deal,FWD,Premium Luxury,Cadillac,XT5,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
1774821,3.6L V6,Inventory Command Center,MN,Gasoline,Black,other,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Good Rating,High Volume Sellers,False,High-Frequency Sources,False
1774899,3.6L V6,Inventory Command Center,WI,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Trailhawk,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
1776835,3.6L V6,Inventory Command Center,TN,Gasoline,Silver,black,8-Speed Automatic,Great Deal,4WD,Limited,Jeep,Grand Cherokee,Average Rating,Rare Sellers,False,High-Frequency Sources,False
1777992,unknown,Jeep Certified Program,NC,Gasoline,Black,black,Automatic,Great Deal,unknown,unknown,Jeep,Grand Cherokee,Excellent Rating,Rare Sellers,False,Medium-Frequency Sources,True
1778478,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),CA,Gasoline,Black,black,8-Speed Automatic,Good Deal,FWD,Luxury,Cadillac,XT5,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,True
1778592,V6,Inventory Command Center,IA,Gasoline,Black,black,Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Low Rating,Rare Sellers,False,High-Frequency Sources,False
1780879,3.6L V6,Inventory Command Center,IL,Gasoline,Black,black,8-Speed Automatic,Fair Price,4WD,Premium Luxury,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
1781223,3.6L V6,Inventory Command Center,MI,Gasoline,White,black,8-Speed Automatic,Great Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
1782190,3.6L V6,Inventory Command Center,MI,Gasoline,Other,black,Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
1783986,3.6L V6,Inventory Command Center,IL,Gasoline,White,black,8-Speed Automatic,Great Deal,4WD,Limited,Jeep,Grand Cherokee,Average Rating,Medium Volume Sellers,False,High-Frequency Sources,False
1784717,3.6L V6,HomeNet Automotive,AL,Gasoline,White,beige,8-Speed Automatic,Good Deal,FWD,FWD,Cadillac,XT5,Average Rating,High Volume Sellers,False,High-Frequency Sources,False
1785298,3.6L V6,HomeNet Automotive,KS,Gasoline,Black,black,8-Speed Automatic,Great Deal,FWD,Premium Luxury,Cadillac,XT5,Average Rating,High Volume Sellers,False,High-Frequency Sources,False
1787965,3.6L V6,Cadillac Certified Program,IN,Gasoline,Red,beige,8-Speed Automatic,Good Deal,FWD,unknown,Cadillac,XT5,Excellent Rating,Medium Volume Sellers,False,Medium-Frequency Sources,True
1789517,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),MI,Gasoline,Red,black,8-Speed Automatic,Great Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,High Volume Sellers,False,High-Frequency Sources,False
1789786,5.7L V8,Jeep Certified Program,KY,Gasoline,Red,other,8-Speed Automatic,Fair Price,4WD,Limited,Jeep,Grand Cherokee,Low Rating,Medium Volume Sellers,False,Medium-Frequency Sources,True
1792341,3.6L V6,HomeNet Automotive,IN,Gasoline,Green,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
1792774,unknown,Cadillac Certified Program,PA,Gasoline,Other,unknown,unknown,Good Deal,unknown,unknown,Cadillac,XT5,Excellent Rating,Low Volume Sellers,False,Medium-Frequency Sources,True
1798890,3.6L V6 24V MPFI DOHC,Jeep Certified Program,IA,Gasoline,Blue,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Good Rating,Rare Sellers,False,Medium-Frequency Sources,True
1799580,3.6L V6 24V MPFI DOHC,Jeep Certified Program,OH,Gasoline,Red,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,Medium-Frequency Sources,True
1800236,3.6L V6,Inventory Command Center,WI,Gasoline,Other,black,8-Speed Automatic,Great Deal,FWD,Premium Luxury,Cadillac,XT5,Low Rating,Low Volume Sellers,False,High-Frequency Sources,False
1802883,3.6L V6,Inventory Command Center,WA,Gasoline,White,black,Automatic,Good Deal,FWD,Luxury,Cadillac,XT5,Good Rating,Rare Sellers,False,High-Frequency Sources,False
1803710,3.6L V6,Inventory Command Center,IA,Gasoline,Red,black,8-Speed Automatic,Good Deal,AWD,Luxury,Cadillac,XT5,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,True
1806358,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),IL,Gasoline,Other,other,8-Speed Automatic,Fair Price,4WD,Trailhawk,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
